Post Office,Zip Code,Related Post Office,Local Jurisdiction,AAA-PSA,AAA Name
ELKWOOD,22718,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
ELLISTON,24087,IRONTO,Montgomery Co,04,New River Valley Agency on Aging
EMORY,24327,,Washington Co,03,District Three Senior Services
EMPORIA,23847,,Greensville Co,19,Crater District Area Agency on Aging
ESMONT,22937,,Albemarle Co,10,Jefferson Area Board for Aging
ETLAN,22719,MADISON,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
EVERGREEN,23939,,Appomattox Co,11,Central Virginia Area Agency on Aging	 Inc. 
EVINGTON,24550,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
EWING,24248,WILLOW TREE,Lee Co,01,Mountain Empire Older Citizens	 Inc 
EXMORE,23350,,Northhampton Co,22,Eastern Shore Area Agency on Aging
FABER,22938,,Nelson Co,10,Jefferson Area Board for Aging
FAIRFAX,22030,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22031,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22032,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22033,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22034,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22035,FAIRFAX CO GOVT,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22036,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22037,,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFAX,22038,,Fairfax City,08C,Fairfax Area Agency on Aging
FAIRFAX STATION,22039,FAIRFAX,Fairfax Co,08C,Fairfax Area Agency on Aging
FAIRFIELD,24435,,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
FALLS CHURCH,22040,,Falls Church City,08C,Fairfax Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
FALLS CHURCH,22041,BAILEYS CROSSROADS,Fairfax Co,08C,Fairfax Area Agency on Aging
FALLS CHURCH,22042,MOSBY,Fairfax Co,08C,Fairfax Area Agency on Aging
FALLS CHURCH,22043,PIMMIT,Fairfax Co,08C,Fairfax Area Agency on Aging
FALLS CHURCH,22044,7 CORNERS,Fairfax Co,08C,Fairfax Area Agency on Aging
FALLS CHURCH,22046,,Falls Church City,08C,Fairfax Area Agency on Aging
FALLS MILLS,24613,,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
FANCY GAP,24328,,Carroll Co,03,District Three Senior Services
FARMVILLE,23901,,Cumberland Co,14,Piedmont Sr. Resources Area Agency on Aging
FARMVILLE,23909,,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
FARNHAM,22460,,Richmond Co,17/18,Bay Aging
FERRUM,24088,ENDICOTT,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
FIELDALE,24089,,Henry Co,12,Southern Area Agency on Aging	 Inc. 
FIFE,23054,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
FINCASTLE,24090,,Botetourt Co,05,LOA - Area Agency on Aging	 Inc. 
FISHERS HILL,22626,,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
FISHERSVILLE,22939,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
FLINT HILL,22627,,Rappahannock Co,09,Rappahannock-Rapidan Community Svs. Board
FLOYD,24091,ALUM RIDGE,Floyd Co,04,New River Valley Agency on Aging
FORD,23850,,Dinwiddie Co,19,Crater District Area Agency on Aging
FOREST,24551,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
FORK UNION,23055,,Fluvanna Co,10,Jefferson Area Board for Aging
FORT BELVOIR,22060,,Fairfax Co,08C,Fairfax Area Agency on Aging
FORT BLACKMORE,24250,,Scott Co,01,Mountain Empire Older Citizens	 Inc 
FORT DEFIANCE,24437,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
FORT EUSTIS,23604,NEWPORT NEWS,Newport News City,21,Peninsula Agency on Aging
FORT LEE,23801,PETERSBURG,Prince George Co,19,Crater District Area Agency on Aging
FORT MITCHELL,23941,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
FORT MONROE,23651,HAMPTON,Hampton City,21,Peninsula Agency on Aging
FORT VALLEY,22652,SAINT DAVIDS CHURCH,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
FOSTER,23056,MOBJACK,Mathews Co,17/18,Bay Aging
FRANKLIN,23851,,Franklin City,20,Senior Services of Southeastern Virginia
FRANKTOWN,23354,BAYFORD,Northhampton Co,22,Eastern Shore Area Agency on Aging
FREDERICKSBURG,22401,ENON,Fredericksburg City,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22402,,Fredericksburg City,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22403,FALMOUTH,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22404,,Fredericksburg City,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22405,FALMOUTH,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22406,FALMOUTH,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22407,,Spotsylvania Co,16,Rappahannock Area Agency on Aging	 Inc. 
FREDERICKSBURG,22408,,Spotsylvania Co,16,Rappahannock Area Agency on Aging	 Inc. 
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
FREDERICKSBURG,22412,FALMOUTH,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
FREE UNION,22940,MISSION HOME,Albemarle Co,10,Jefferson Area Board for Aging
FREEMAN,23856,,Brunswick Co,13,Lake Country Area Agency on Aging
FRIES,24330,STEVENS CREEK,Grayson Co,03,District Three Senior Services
FRONT ROYAL,22630,RIVERTON,Warren Co,07,Shenandoah Area Agency on Aging	 Inc. 
FT MYER,22211,ARLINGTON,Arlington Co,08B,Arlington Agency on Aging
FULKS RUN,22830,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
GAINESVILLE,20155,,Prince William Co,08E,Prince William Area Agency on Aging
GAINESVILLE,20156,,Prince William Co,08E,Prince William Area Agency on Aging
GALAX,24333,DALHART,Grayson Co,03,District Three Senior Services
GARRISONVILLE,22463,,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
GASBURG,23857,,Brunswick Co,13,Lake Country Area Agency on Aging
GATE CITY,24251,SNOWFLAKE,Scott Co,01,Mountain Empire Older Citizens	 Inc 
GLADE HILL,24092,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
GLADE SPRING,24340,,Washington Co,03,District Three Senior Services
GLADSTONE,24553,,Nelson Co,10,Jefferson Area Board for Aging
GLADYS,24554,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
GLASGOW,24555,,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
GLEN ALLEN,23058,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
GLEN ALLEN,23059,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
GLEN ALLEN,23060,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
GLEN LYN,24093,,Giles Co,04,New River Valley Agency on Aging
GLEN WILTON,24438,,Botetourt Co,05,LOA - Area Agency on Aging	 Inc. 
GLOUCESTER,23061,NAXERA,Gloucester Co,17/18,Bay Aging
GLOUCESTER POINT,23062,,Gloucester Co,17/18,Bay Aging
GOLDBOND,24094,,Giles Co,04,New River Valley Agency on Aging
GOLDVEIN,22720,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
GOOCHLAND,23063,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
GOODE,24556,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
GOODVIEW,24095,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
GORDONSVILLE,22942,BOSWELLS TAVERN,Louisa Co,10,Jefferson Area Board for Aging
GORE,22637,,Frederick Co,07,Shenandoah Area Agency on Aging	 Inc. 
GOSHEN,24439,,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
GRAVES MILL,22721,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
GREAT FALLS,22066,,Fairfax Co,08C,Fairfax Area Agency on Aging
GREEN BAY,23942,GREENBAY,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
GREENBACKVILLE,23356,,Accomack Co,22,Eastern Shore Area Agency on Aging
GREENBUSH,23357,,Accomack Co,22,Eastern Shore Area Agency on Aging
GREENVILLE,24440,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
GREENWAY,22067,MC LEAN,Fairfax Co,08C,Fairfax Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
GREENWOOD,22943,,Albemarle Co,10,Jefferson Area Board for Aging
GRETNA,24557,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
GRIMSTEAD,23064,,Mathews Co,17/18,Bay Aging
GROTTOES,24441,HARRISTON,Augusta Co,06,Valley Program for Aging Services	 Inc. 
GRUNDY,24614,ROYAL CITY,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
GUM SPRING,23065,GUMSPRING,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
GWYNN,23066,GWYME,Mathews Co,17/18,Bay Aging
HACKSNECK,23358,,Accomack Co,22,Eastern Shore Area Agency on Aging
HADENSVILLE,23067,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
HAGUE,22469,,Westmoreland Co,17/18,Bay Aging
HALIFAX,24558,,Halifax Co,13,Lake Country Area Agency on Aging
HALLIEFORD,23068,,Mathews Co,17/18,Bay Aging
HALLWOOD,23359,,Accomack Co,22,Eastern Shore Area Agency on Aging
HAMILTON,20158,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
HAMILTON,20159,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
HAMPDEN SYDNEY,23943,FARMVILLE,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
HAMPTON,23630,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23631,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23653,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23661,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23663,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23664,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23665,LANGLEY,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23666,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23667,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23668,HAMPTON UNIVERSITY,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23669,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23670,,Hampton City,21,Peninsula Agency on Aging
HAMPTON,23681,NASA,Hampton City,21,Peninsula Agency on Aging
HANOVER,23069,MANGOHICK,King William Co,17/18,Bay Aging
HARBORTON,23389,,Accomack Co,22,Eastern Shore Area Agency on Aging
HARDY,24101,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
HARDYVILLE,23070,,Middlesex Co,17/18,Bay Aging
HARMAN,24618,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
HARRISONBURG,22801,HARRISBURG,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
HARRISONBURG,22802,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
HARRISONBURG,22803,,Harrisonburg City,06,Valley Program for Aging Services	 Inc. 
HARRISONBURG,22807,,Harrisonburg City,06,Valley Program for Aging Services	 Inc. 
HARTFIELD,23071,,Middlesex Co,17/18,Bay Aging
HARTWOOD,22471,,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
HAYES,23072,GLASS,Gloucester Co,17/18,Bay Aging
HAYMARKET,20168,,Prince William Co,08E,Prince William Area Agency on Aging
HAYMARKET,20169,,Prince William Co,08E,Prince William Area Agency on Aging
HAYNESVILLE,22472,,Richmond Co,17/18,Bay Aging
HAYSI,24256,,Dickenson Co,02,Appalachian Agency for Senior Citizens	 Inc. 
HAYWOOD,22722,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
HEAD WATERS,24442,,Highland Co,06,Valley Program for Aging Services	 Inc. 
HEATHSVILLE,22473,,Northumberland Co,17/18,Bay Aging
HENRY,24102,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
HERNDON,20170,,Fairfax Co,08C,Fairfax Area Agency on Aging
HERNDON,20171,OAK HILL,Fairfax Co,08C,Fairfax Area Agency on Aging
HERNDON,20172,,Fairfax Co,08C,Fairfax Area Agency on Aging
HERNDON,20192,,Fairfax Co,08C,Fairfax Area Agency on Aging
HIGHLAND SPRINGS,23075,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
HILLSVILLE,24343,LITTLEVINE,Carroll Co,03,District Three Senior Services
HILTONS,24258,,Scott Co,01,Mountain Empire Older Citizens	 Inc 
HINTON,22831,RAWLEY SPRINGS,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
HIWASSEE,24347,ALLISONIA,Pulaski Co,04,New River Valley Agency on Aging
HONAKER,24260,COUNCIL,Russell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
HOOD,22723,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
HOPEWELL,23860,,Prince George Co,19,Crater District Area Agency on Aging
HORNTOWN,23395,,Accomack Co,22,Eastern Shore Area Agency on Aging
HORSEPEN,24619,,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
HOT SPRINGS,24445,BACOVA JNCTN,Bath Co,06,Valley Program for Aging Services	 Inc. 
HOWARDSVILLE,24562,,Albemarle Co,10,Jefferson Area Board for Aging
HUDDLESTON,24104,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
HUDGINS,23076,REDART,Mathews Co,17/18,Bay Aging
HUME,22639,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
HUNTLY,22640,,Rappahannock Co,09,Rappahannock-Rapidan Community Svs. Board
HURLEY,24620,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
HURT,24563,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
HUSTLE,22476,,Essex Co,17/18,Bay Aging
INDEPENDENCE,24348,,Grayson Co,03,District Three Senior Services
INDIAN VALLEY,24105,,Floyd Co,04,New River Valley Agency on Aging
IRON GATE,24448,,Alleghany Co,05,LOA - Area Agency on Aging	 Inc. 
IRVINGTON,22480,,Lancaster Co,17/18,Bay Aging
ISLE OF WIGHT,23397,,Isle of Wight Co,20,Senior Services of Southeastern Virginia
IVANHOE,24350,,Wythe Co,03,District Three Senior Services
IVOR,23866,,Southampton Co,20,Senior Services of Southeastern Virginia
IVY,22945,,Albemarle Co,10,Jefferson Area Board for Aging
,,Related,Local,,
Post Office  Zip Code,,Post Office,Jurisdiction,AAA-PSA,AAA Name
JAMAICA 23079,,,Middlesex Co,17/18,Bay Aging
JAMESTOWN 23081,,WILLIAMSBURG,James City Co,21,Peninsula Agency on Aging
JAMESVILLE 23398,,,Northhampton Co,22,Eastern Shore Area Agency on Aging
JARRATT 23867,,,Greensville Co,19,Crater District Area Agency on Aging
JARRATT 23870,,,Greensville Co,19,Crater District Area Agency on Aging
JAVA 24565,,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
JEFFERSONTON 22724,,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
JENKINS BRIDGE 23399,,,Accomack Co,22,Eastern Shore Area Agency on Aging
JERSEY 22481,,,King George Co,16,Rappahannock Area Agency on Aging	 Inc. 
JETERSVILLE 23083,,,Amelia Co,14,Piedmont Sr. Resources Area Agency on Aging
JEWELL RIDGE 24622,,JEWELL VALLEY,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
JONESVILLE 24263,,,Lee Co,01,Mountain Empire Older Citizens	 Inc 
KEELING 24566,,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
KEEN MOUNTAIN 24624,,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
KEENE  22946,,,Albemarle Co,10,Jefferson Area Board for Aging
KEEZLETOWN  22832,,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
KELLER 23401,,,Accomack Co,22,Eastern Shore Area Agency on Aging
KENBRIDGE 23944,,,Lunenburg Co,14,Piedmont Sr. Resources Area Agency on Aging
KENTS STORE  23084,,,Fluvanna Co,10,Jefferson Area Board for Aging
KEOKEE 24265,,,Lee Co,01,Mountain Empire Older Citizens	 Inc 
KESWICK 22947,,BOYD TAVERN,Albemarle Co,10,Jefferson Area Board for Aging
KEYSVILLE 23947,,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
KILMARNOCK 22482,,,Lancaster Co,17/18,Bay Aging
KING & QUEEN COURTHOUSE,23085,,King and Queen Co,17/18,Bay Aging
KING GEORGE 22485,,OWENS,King George Co,16,Rappahannock Area Agency on Aging	 Inc. 
KING WILLIAM 23086,,,King William Co,17/18,Bay Aging
KINSALE 22488,,,Westmoreland Co,17/18,Bay Aging
LA CROSSE 23950,,BLACK RIDGE,Mecklenburg Co,13,Lake Country Area Agency on AgingLACEY
SPRING 22833,,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
LACKEY 23694,,,York Co,21,Peninsula Agency on Aging
LADYSMITH 22501,,,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
LAMBSBURG 24351,,,Carroll Co,03,District Three Senior Services
LANCASTER 22503,,ALFONSO,Lancaster Co,17/18,Bay Aging
LANEVIEW 22504,,BUTYLO,Essex Co,17/18,Bay Aging
LANEXA 23089,,,New Kent Co,15,Senior Connections: Capital Area Agency on Aging
LAUREL FORK  24352,,,Carroll Co,03,District Three Senior Services
LAWRENCEVILLE 23868,,TRIPLET,Brunswick Co,13,Lake Country Area Agency on Aging
LEBANON 24266,,BARNETT,Russell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
LEESBURG 20175,,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
LEESBURG 20176,,LANSDOWNE,Loudoun Co,08D,Loudoun Co Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
LEESBURG,20177,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
LEESBURG,20178,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
LEON,22725,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
LEXINGTON,24450,EAST LEXINGTON,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
LIGHTFOOT,23090,,James City Co,21,Peninsula Agency on Aging
LIGNUM,22726,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
LINCOLN,20160,PURCELLVILLE,Loudoun Co,08D,Loudoun Co Area Agency on Aging
LINDEN,22642,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
LINVILLE,22834,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
LITTLE PLYMOUTH,23091,LITTLE PLYMTH,King and Queen Co,17/18,Bay Aging
LIVELY,22507,,Lancaster Co,17/18,Bay Aging
LOCUST DALE,22948,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
LOCUST GROVE,22508,MINE RUN,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
LOCUST HILL,23092,,Middlesex Co,17/18,Bay Aging
LOCUSTVILLE,23404,,Accomack Co,22,Eastern Shore Area Agency on Aging
LONG ISLAND,24569,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
LORETTO,22509,,Essex Co,17/18,Bay Aging
LORTON,22079,MASON NECK,Fairfax Co,08C,Fairfax Area Agency on Aging
LORTON,22199,,Fairfax Co,08C,Fairfax Area Agency on Aging
LOTTSBURG,22511,LEWISETTA,Northumberland Co,17/18,Bay Aging
LOUISA,23093,,Louisa Co,10,Jefferson Area Board for Aging
LOVETTSVILLE,20180,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
LOVINGSTON,22949,,Nelson Co,10,Jefferson Area Board for Aging
LOW MOOR,24457,LOWMOOR,Alleghany Co,05,LOA - Area Agency on Aging	 Inc. 
LOWRY,24570,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
LUNENBURG,23952,,Lunenburg Co,14,Piedmont Sr. Resources Area Agency on Aging
LURAY,22835,,Page Co,07,Shenandoah Area Agency on Aging	 Inc. 
LYNCH STATION,24571,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24501,MILLER PARK,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24502,FORT HILL,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24503,RIVERMONT,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24504,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24505,,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24506,,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24512,CLIFFORD AND WILLS,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24513,J CREW,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24514,,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNCHBURG,24515,,Lynchburg City,11,Central Virginia Area Agency on Aging	 Inc. 
LYNDHURST,22952,SHERANDO,Augusta Co,06,Valley Program for Aging Services	 Inc. 
MACHIPONGO,23405,,Northhampton Co,22,Eastern Shore Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
MACON,23101,,Powhatan Co,15,Senior Connections: Capital Area Agency on Aging
MADISON,22727,AYLOR,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
MADISON HEIGHTS,24572,WRIGHTS SHOP,Amherst Co,11,Central Virginia Area Agency on Aging	 Inc. 
MADISON MILLS,22953,,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
MAIDENS,23102,DABNEYS,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
MANAKIN SABOT,23103,MANAKIN,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
MANASSAS,20108,,Manassas City,08E,Prince William Area Agency on Aging
MANASSAS,20109,SUDLEY SPRINGS,Prince William Co,08E,Prince William Area Agency on Aging
MANASSAS,20110,,Manassas City,08E,Prince William Area Agency on Aging
MANASSAS,20111,MANASSAS PARK,Prince William Co,08E,Prince William Area Agency on Aging
MANASSAS,20112,,Prince William Co,08E,Prince William Area Agency on Aging
MANASSAS,20113,,Prince William Co,08E,Prince William Area Agency on Aging
MANNBORO,23105,,Amelia Co,14,Piedmont Sr. Resources Area Agency on Aging
MANQUIN,23106,,King William Co,17/18,Bay Aging
MAPPSVILLE,23407,,Accomack Co,22,Eastern Shore Area Agency on Aging
MARION,24354,STONY BATTERY,Smyth Co,03,District Three Senior Services
MARIONVILLE,23408,,Northhampton Co,22,Eastern Shore Area Agency on Aging
MARKHAM,22643,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
MARSHALL,20115,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
MARSHALL,20116,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
MARTINSVILLE,24112,,Henry Co,12,Southern Area Agency on Aging	 Inc. 
MARTINSVILLE,24113,,Martinsville City,12,Southern Area Agency on Aging	 Inc. 
MARTINSVILLE,24114,,Martinsville City,12,Southern Area Agency on Aging	 Inc. 
MARTINSVILLE,24115,,Martinsville City,12,Southern Area Agency on Aging	 Inc. 
MARYUS,23107,,Gloucester Co,17/18,Bay Aging
MASCOT,23108,,King and Queen Co,17/18,Bay Aging
MASSIES MILL,22954,,Nelson Co,10,Jefferson Area Board for Aging
MATHEWS,23109,BEAVERLETT,Mathews Co,17/18,Bay Aging
MATTAPONI,23110,,King and Queen Co,17/18,Bay Aging
MAURERTOWN,22644,,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
MAVISDALE,24627,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
MAX MEADOWS,24360,FORT CHISWELL,Wythe Co,03,District Three Senior Services
MAXIE,24628,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
MC CLURE,24269,MCCLURE,Dickenson Co,02,Appalachian Agency for Senior Citizens	 Inc. 
MC COY,24111,,Montgomery Co,04,New River Valley Agency on Aging
MC DOWELL,24458,MCDOWELL,Highland Co,06,Valley Program for Aging Services	 Inc. 
MC GAHEYSVILLE,22840,MASSANUTTEN,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
MC KENNEY,23872,MCKENNEY,Dinwiddie Co,19,Crater District Area Agency on Aging
MC LEAN,22101,,Fairfax Co,08C,Fairfax Area Agency on Aging
MC LEAN,22102,,Fairfax Co,08C,Fairfax Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
MC LEAN,22106,,Fairfax Co,08C,Fairfax Area Agency on Aging
MC LEAN,22107,GANNETT,Fairfax Co,08C,Fairfax Area Agency on Aging
MC LEAN,22108,,Fairfax Co,08C,Fairfax Area Agency on Aging
MC LEAN,22109,,Fairfax Co,08C,Fairfax Area Agency on Aging
MEADOWS OF DAN,24120,,Patrick Co,12,Southern Area Agency on Aging	 Inc. 
MEADOWVIEW,24361,CLINCHBURG,Washington Co,03,District Three Senior Services
MEARS,23409,,Accomack Co,22,Eastern Shore Area Agency on Aging
MECHANICSVILLE,23111,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
MECHANICSVILLE,23116,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
MEHERRIN,23954,,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
MELFA,23410,,Accomack Co,22,Eastern Shore Area Agency on Aging
MENDOTA,24270,,Washington Co,03,District Three Senior Services
MEREDITHVILLE,23873,,Brunswick Co,13,Lake Country Area Agency on Aging
MERRIFIELD,22081,,Fairfax Co,08C,Fairfax Area Agency on Aging
MERRIFIELD,22082,,Fairfax Co,08C,Fairfax Area Agency on Aging
MERRIFIELD,22116,,Fairfax Co,08C,Fairfax Area Agency on Aging
MERRIFIELD,22118,,Fairfax Co,08C,Fairfax Area Agency on Aging
MERRIFIELD,22119,,Fairfax Co,08C,Fairfax Area Agency on Aging
MERRY POINT,22513,,Lancaster Co,17/18,Bay Aging
MIDDLEBROOK,24459,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
MIDDLEBURG,20117,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
MIDDLEBURG,20118,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
MIDDLETOWN,22645,,Frederick Co,07,Shenandoah Area Agency on Aging	 Inc. 
MIDDLETOWN,22649,RELIANCE,Warren Co,07,Shenandoah Area Agency on Aging	 Inc. 
MIDLAND,22728,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
MIDLOTHIAN,23112,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
MIDLOTHIAN,23113,SYCAMORE SQUARE,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
MIDLOTHIAN,23114,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
MILFORD,22514,GETHER,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
